Emotion,Text
neutral,"in santa clara a long way from hoe, well not that far. it sure seems like it."
neutral,@allymcfly :O she shouldnt judge the song on who wrote it  tell her shes mean haha
neutral,I plead temporary insanity for agreeing to a metric century cycling event tomorrow.
neutral,Going to the airport
neutral,Migraine is fighting its way back from last night.
neutral,@Franknitt  don't remind me.. Was supposed 2 meet up with the Homie @DAEONE 2 4 that show..  Ack! So kill it please..do the damn thang!
neutral,@7mad He's my boxing trainer. Although I think the bruise came from me hitting myself on something. Ow
neutral,Just heard good vibrations and i thought of Charlie dying on Lost
neutral,@NiaBassett Iï¿½m good. Wanna  of the office....
neutral,Peeps! Me blackberry messenger is kwijt..  no pinging :p
neutral,@dylankenney ended up force rebooting.
neutral,@evernote @eyeficard I need one of these! Was just thinking about it earlier today as I downloaded pictures via USB.  #evernote_eyefi
neutral,@TeamDeLo that one has been done already
neutral,Work...
neutral,@heidimontag WOW AND TO THINK SOME PEOPLE ACTUALLY REALLY DO LIVE IN THE JUNGLE BUT DONT GET TO GO BACK TO A HOTEL.
neutral,Just ate way to many chocolate animal crackers
neutral,I don't believe there's anything worse than losing a best friend
neutral,wanna do some sessions with ronnie he da bomb u know?
neutral,"watching a boring police prog after making a fab pasta dinner, trying to cut down on alcohol so only had water"
neutral,Didn't get to hang out with kaitlyn.
neutral,@BeachBabe4Ever genevaaa! my picture isnt showing up  i dont think im doing it right
neutral,@PeterPanik hm... Both of us I guess...
neutral,@clarityxx
neutral,job searching some more
neutral,I have now realized I am not cool enough to ever get a shout out from @trellthms  (this player will not be playing on! hahahah)
neutral,@vyzion360 your not following me  it won't let me dm
neutral,@K1_Logos nope my computer right now is in need of a power supply so im useing an old office machine
neutral,"@rnbguru bummer, that means unless I do a youtube rip, which I don't know how, I can't have it."
neutral,it always rains right after i get my car washed
neutral,@SheilaRod but but it was funny when I wrote it
neutral,Its so dead
neutral,Post-crash Spotlight is now spinning its wheels indexing my Time Machine backup drive. Naturally the drive is in the &quot
neutral,I'm not a fan of all day trainings I Novi. I'm one sleepy girl.
neutral,when do the stars come out??
neutral,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn"
neutral,@Lynsay mine wont turn on
neutral,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
neutral,@marieeeeah yeeaaahh! even though i suck at twittering
neutral,Its cloudy outside
neutral,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!
neutral,acho que vou ver roupinhas goticas  -qqq
neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
neutral,@Flesheater what happened to @sodarnhappy? where did she go?
neutral,"@Kirstyy09xX I didn't see Tuesdays, I was at work"
neutral,@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly
neutral,Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!
neutral,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
neutral,@iconermaddyct I wish I could get twitter to upload my background of M
neutral,@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.
neutral,@cristnabls I totally agree! And there's no way to avoid it
neutral,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
neutral,@microautoe  One more day baby.
neutral,@remiransom i wanted to see that.  enjoy it!
neutral,@leztah The dayem computer  #twpp
neutral,i just found a crack in my baking bowl...milk spilled everywhere
neutral,@jess_lokelani  i have no idea!
neutral,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.
neutral,i miss our walks home together
neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
neutral,@DarkDevilM  what's wrong
neutral,No tourney 'til next weekend =   http://bit.ly/2xDPf
neutral,@DuchessAmy don't cut yourself!!
neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
neutral,Hoping the day gets better now
neutral,Doctor Who has finished
neutral,babysitting kids who won't let me play wii with them
neutral,@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?
neutral,"Boa tarde, chegay"
neutral,@H60DSTABOY yeeeeemp  same time like yesterday
neutral,Work time....
neutral,"@DawnChamberlin no, def rubbish tonight"
neutral,I only have 2 more seasons of X-Files to watch
neutral,Is up way to early for a saturday  though its nearly my weekend!
neutral,Yah me too
neutral,My belly is speaking to me! I need food!
neutral,@FamousRejects OmG U NasTY
neutral,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t"
neutral,I have clocked out for possibly my last time at Northview Middle School.
neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
neutral,Must head back to the office
neutral,im away from the comp....  ill be back later
neutral,@pd1ddee i havent got a call
neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
neutral,back from exmouth
neutral,#bgt not the best song for her
neutral,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
neutral,Same old customer service team member
neutral,@Lint1 No  Have you? And what's your favorite RHCP song?
neutral,"@unscriptable yes, at an upgraded consumption rate, too"
neutral,@tommcfly do you remember my spok-5?
neutral,No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396
neutral,awww bless her. she made me cry
neutral,@skagod69 one of the usual 2.
neutral,@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request
neutral,@emmy_563 'caus eit was school today!!!! I had a big exam...
neutral,good night..have to get up so early tomorrow
neutral,@19fischi75 ok - thats enough!
neutral,@Scath that's a defeatist attitude
neutral,We are checking out and on our way home  I am rwady to be home!
neutral,@gfalcone601 Is It The Bit Where Hollie Started Crying?
neutral,@mitchelmusso dam living in england  x
neutral,"All the cool people I want to find for following today are #English, and I guess the English don't tweet."
neutral,"@vlastikb logically, yes. i just have to find one though. always seem to see them beside motorways when you cant stop"
neutral,@simplecake Bye.
neutral,Why is looking for girls names easier than looking for boys
neutral,ok bye alex have fun today
neutral,Zac Brown is in Virginia Beach and I'll be in NoVA
neutral,@MashUpNicole I still have an hour.
neutral,Traffic jam outside of chicago. I feel very &quot
neutral,@MikeyWags srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work
neutral,doesn't want to go to work....
neutral,@breedimetria I feel you I have a third eye right now and right before I go see foreign boys
neutral,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..
neutral,@Mollieandme When oh when are you coming back for a gig in Scotland? I had tickets to see u last year but was in hosp wit gallstones!
neutral,HollowbabesHere comes the utter shite #bgt &lt
neutral,Awwwwwww holly
neutral,@ruthnin An expense I could do without at the moment
neutral,"@jcubed1 totally agree, but she always seems to be henpecking John, even before the cheating thing"
neutral,I sure do hope it becomes 4:20 this afternoon ...
neutral,@jessiiemcfly oh but that girl  but AIDAN!
neutral,In an office on a Friday evening
neutral,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won't give me any"
neutral,@erockett89 i wish i was home in bed naked
neutral,4am Hubby's alarm-song playing was &quot
neutral,"@yankeeragu I think they're really good, so that probably damns them to obscurity."
neutral,"@biphenyl I hope you have someone to spell you so you can wander a bit! Man, I feel like signing off Twitter for a couple of days."
neutral,@TiffConnFTW cause theres no party
neutral,@2flutterby  Hang in there! Drink some hot coco
neutral,Tonight is the last Jay Leno late nigt show
neutral,Gotta sleeep am so tired  good night tweeps!
neutral,"Yrbook signing w/ evryone was fun, I'm gna miss evrything"
neutral,Leno's last show tonight.
neutral,on my way to driver's training
neutral,@blackittyblack haha... sorry  she should be in the whole like two people @bohemianchurch follows
neutral,@bobbie_k_2k - Y!360 closing? !
neutral,@stevico1 Exactly!
neutral,is never around for the sl100 quiz   I want water park tickets waaaa
neutral,Chaz's Daily Happenings: 22:31 Watching E.R instead of a DVD. End of an era  # 11:09 The sun is out. Wooo  #.. http://tinyurl.com/lgwrum
neutral,@mrseb  Mimiron hardmode!
neutral,"Iis working until 4 now and really wants geordanos thin crust cheese, black olives, peperoni and mushroom pizza"
neutral,@JRobertsTWC: Help Jen I had a Monster Energy Drink and now I'm crashing.
neutral,@Twilightish I really hope so
neutral,@ann_aguirre  not going anywhere &amp
neutral,why does everyone sing playback at the Comet
neutral,my car is possessed and won't stop honking at me
neutral,i ate too much ice cream and curly fries
neutral,back home
neutral,"@boredzo I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½"
neutral,Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!
neutral,"HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool"
neutral,symphonic I
neutral,@McFreak_ Truetrue  But he's not! xD
neutral,sitting at home watching tv.  soo bored...
neutral,ugh... only 1 3/4th hour and i will be 19...
neutral,Exams are so stressful
neutral,2 more days till half term is over
neutral,Britain's got Torture - Edelcries...
neutral,"Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake."
neutral,@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls
neutral,Annoyed
neutral,"@pro01, @if__fi: ??????? ?? ?? ?? ??????. ? ?? ???, ???? ?? ??? 100 ????, ?? ?? ?? ?? ?????"
neutral,@graceamy I was being childish lol cos one of them said that pic of Jake in Down to earth made them vomit
